id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date
ID_02926,Track_02926,Some Great,ALB_00381,The National,ART_00172,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,353000,4,2000,2000-01-01
ID_02927,Track_02927,London Calling,ALB_00232,Floating Points,ART_00160,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,121000,4,2022,2022-01-01
ID_02928,Track_02928,Is This It,ALB_00545,SebastiAn,ART_00137,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,284000,4,2015,2015-01-01
ID_02929,Track_02929,Awake,ALB_00957,Kiasmos,ART_00444,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,252000,4,2012,2012-01-01
ID_02930,Track_02930,Appetite,ALB_00331,Rival Consoles,ART_00194,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,280000,4,1992,1992-01-01
ID_02931,Track_02931,Untrue,ALB_00183,Editors,ART_00304,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,212000,4,1999,1999-01-01
ID_02932,Track_02932,For Emma,ALB_00186,Kiasmos,ART_00334,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,280000,4,1999,1999-01-01
ID_02933,Track_02933,OK Computer,ALB_00274,Fleet Foxes,ART_00054,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,123000,4,2010,2010-01-01
ID_02934,Track_02934,Crush,ALB_00212,Bon Iver,ART_00180,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,294000,4,2001,2001-01-01
ID_02935,Track_02935,Brothers in Arms,ALB_00962,Christian Loffler,ART_00278,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,201000,4,1996,1996-01-01
ID_02936,Track_02936,Some Great,ALB_00813,Bonobo,ART_00165,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,303000,4,2018,2018-01-01
ID_02937,Track_02937,The Clash,ALB_00443,The National,ART_00023,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,258000,4,2000,2000-01-01
ID_02938,Track_02938,Cross,ALB_00702,Justice,ART_00414,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,305000,4,2000,2000-01-01
ID_02939,Track_02939,Psychic,ALB_00355,Interpol,ART_00141,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,317000,4,2020,2020-01-01
ID_02940,Track_02940,True Blue,ALB_00032,Floating Points,ART_00445,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,247000,4,2015,2015-01-01
ID_02941,Track_02941,Sound of Silver,ALB_00268,Kavinsky,ART_00428,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,311000,4,2009,2009-01-01
ID_02942,Track_02942,The Head,ALB_00521,Mac DeMarco,ART_00387,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,260000,4,2024,2024-01-01
ID_02943,Track_02943,Person Pitch,ALB_00327,The Killers,ART_00476,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,152000,4,2022,2022-01-01
ID_02944,Track_02944,Cross,ALB_00735,Moderat,ART_00347,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,335000,4,2003,2003-01-01
ID_02945,Track_02945,Merriweather,ALB_00341,Fleet Foxes,ART_00446,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,197000,4,1995,1995-01-01
ID_02946,Track_02946,Awake,ALB_00163,Justice,ART_00205,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,207000,4,1995,1995-01-01
ID_02947,Track_02947,Bad,ALB_00224,Arcade Fire,ART_00030,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,150000,4,2015,2015-01-01
ID_02948,Track_02948,For Emma,ALB_00024,Foster The People,ART_00018,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,343000,4,2020,2020-01-01
ID_02949,Track_02949,Synchronicity,ALB_00058,Empire of the Sun,ART_00014,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,168000,4,2015,2015-01-01
ID_02950,Track_02950,Turn On The Bright Lights,ALB_00573,Animal Collective,ART_00098,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,339000,4,1994,1994-01-01
ID_02951,Track_02951,Abbey Road,ALB_00532,Radiohead,ART_00110,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,358000,4,2007,2007-01-01
ID_02952,Track_02952,Salad Days,ALB_00559,SebastiAn,ART_00013,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,276000,4,2003,2003-01-01
ID_02953,Track_02953,Sgt. Pepper,ALB_00427,Boards of Canada,ART_00032,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,259000,4,2008,2008-01-01
ID_02954,Track_02954,Torches,ALB_00834,The Strokes,ART_00095,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,281000,4,1992,1992-01-01
ID_02955,Track_02955,Back in Black,ALB_00574,Radiohead,ART_00198,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,236000,4,1991,1991-01-01
ID_02956,Track_02956,Purple Rain,ALB_00906,Bicep,ART_00342,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,127000,4,2005,2005-01-01
ID_02957,Track_02957,Torches,ALB_00043,The National,ART_00146,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,140000,4,1996,1996-01-01
ID_02958,Track_02958,Closer,ALB_00045,Moderat,ART_00422,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,218000,4,2001,2001-01-01
ID_02959,Track_02959,The Suburbs,ALB_00530,Grizzly Bear,ART_00222,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,336000,4,2002,2002-01-01
ID_02960,Track_02960,Closer,ALB_00076,Stimming,ART_00088,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,293000,4,2024,2024-01-01
ID_02961,Track_02961,Speak & Spell,ALB_00466,Floating Points,ART_00301,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,189000,4,2015,2015-01-01
ID_02962,Track_02962,Multi-Love,ALB_00122,Massive Attack,ART_00138,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,231000,4,1998,1998-01-01
ID_02963,Track_02963,Some Great,ALB_00956,James Blake,ART_00324,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,335000,4,1991,1991-01-01
ID_02964,Track_02964,Dangerous,ALB_00300,SebastiAn,ART_00218,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,182000,4,1996,1996-01-01
ID_02965,Track_02965,Sgt. Pepper,ALB_00941,LCD Soundsystem,ART_00356,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,259000,4,2024,2024-01-01
ID_02966,Track_02966,Construction Time,ALB_00706,Stimming,ART_00451,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,224000,4,2000,2000-01-01
ID_02967,Track_02967,Unknown Pleasures,ALB_00760,Aphex Twin,ART_00216,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,263000,4,2011,2011-01-01
ID_02968,Track_02968,Cross,ALB_00525,Christian Loffler,ART_00292,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,152000,4,2000,2000-01-01
ID_02969,Track_02969,Music for the Masses,ALB_00803,Max Cooper,ART_00498,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,273000,4,1997,1997-01-01
ID_02970,Track_02970,Hotel California,ALB_00857,SebastiAn,ART_00321,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,302000,4,1990,1990-01-01
ID_02971,Track_02971,London Calling,ALB_00521,Radiohead,ART_00015,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,269000,4,1990,1990-01-01
ID_02972,Track_02972,Rumours,ALB_00845,Caribou,ART_00231,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,307000,4,2004,2004-01-01
ID_02973,Track_02973,Pornography,ALB_00160,Benoit & Sergio,ART_00079,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,187000,4,2013,2013-01-01
ID_02974,Track_02974,A Broken Frame,ALB_00849,Caribou,ART_00196,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,236000,4,2012,2012-01-01
ID_02975,Track_02975,Untrue,ALB_00052,Caribou,ART_00453,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,265000,4,2020,2020-01-01
ID_02976,Track_02976,Crush,ALB_00960,Moderat,ART_00483,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,212000,4,1996,1996-01-01
ID_02977,Track_02977,Sticky Fingers,ALB_00420,The National,ART_00147,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,317000,4,2001,2001-01-01
ID_02978,Track_02978,Back in Black,ALB_00663,Empire of the Sun,ART_00236,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,279000,4,2019,2019-01-01
ID_02979,Track_02979,Exile,ALB_00835,Massive Attack,ART_00173,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,134000,4,2020,2020-01-01
ID_02980,Track_02980,The Wall,ALB_00565,Editors,ART_00286,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,285000,4,1990,1990-01-01
ID_02981,Track_02981,Spaces,ALB_00467,Bon Iver,ART_00288,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,356000,4,2009,2009-01-01
ID_02982,Track_02982,The Clash,ALB_00131,Interpol,ART_00152,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,148000,4,1993,1993-01-01
ID_02983,Track_02983,A Forest,ALB_00461,Empire of the Sun,ART_00430,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,357000,4,2020,2020-01-01
ID_02984,Track_02984,Psychic,ALB_00229,Panda Bear,ART_00390,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,177000,4,2005,2005-01-01
ID_02985,Track_02985,No Jacket,ALB_00612,Benoit & Sergio,ART_00343,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,257000,4,2002,2002-01-01
ID_02986,Track_02986,The Joshua Tree,ALB_00394,White Lies,ART_00213,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,217000,4,2020,2020-01-01
ID_02987,Track_02987,Blurred,ALB_00411,Burial,ART_00206,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,313000,4,1998,1998-01-01
ID_02988,Track_02988,OutRun,ALB_00145,Arcade Fire,ART_00113,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,187000,4,2022,2022-01-01
ID_02989,Track_02989,Alligator,ALB_00196,The National,ART_00405,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,220000,4,1992,1992-01-01
ID_02990,Track_02990,Ramones,ALB_00774,Rival Consoles,ART_00078,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,240000,4,2005,2005-01-01
ID_02991,Track_02991,Howl,ALB_00315,The Strokes,ART_00445,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,138000,4,2010,2010-01-01
ID_02992,Track_02992,Sgt. Pepper,ALB_00035,Panda Bear,ART_00221,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,166000,4,2004,2004-01-01
ID_02993,Track_02993,Abbey Road,ALB_00426,Arctic Monkeys,ART_00230,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,268000,4,2011,2011-01-01
ID_02994,Track_02994,Sticky Fingers,ALB_00578,SebastiAn,ART_00495,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,249000,4,2001,2001-01-01
ID_02995,Track_02995,Let It Be,ALB_00606,Radiohead,ART_00125,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,132000,4,2003,2003-01-01
ID_02996,Track_02996,Oracular,ALB_00394,Nils Frahm,ART_00139,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,276000,4,2022,2022-01-01
ID_02997,Track_02997,Currents,ALB_00547,Daft Punk,ART_00195,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,162000,4,1991,1991-01-01
ID_02998,Track_02998,Led Zeppelin IV,ALB_00472,Bon Iver,ART_00293,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,279000,4,2009,2009-01-01
ID_02999,Track_02999,Black Sands,ALB_00436,Foster The People,ART_00042,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,151000,4,2021,2021-01-01
ID_03000,Track_03000,Space Is Only Noise,ALB_00217,Four Tet,ART_00330,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,233000,4,2012,2012-01-01
ID_03001,Track_03001,Pornography,ALB_00261,Darkside,ART_00401,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,126000,4,1991,1991-01-01
ID_03002,Track_03002,True Blue,ALB_00477,David August,ART_00106,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,304000,4,2018,2018-01-01
ID_03003,Track_03003,Sgt. Pepper,ALB_00909,Kiasmos,ART_00217,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,343000,4,2006,2006-01-01
ID_03004,Track_03004,Person Pitch,ALB_00127,Kavinsky,ART_00124,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,351000,4,1994,1994-01-01
ID_03005,Track_03005,For Emma,ALB_00862,The National,ART_00213,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,213000,4,2004,2004-01-01
ID_03006,Track_03006,The Clash,ALB_00762,SebastiAn,ART_00420,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,127000,4,2017,2017-01-01
ID_03007,Track_03007,A Broken Frame,ALB_00727,James Blake,ART_00070,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,219000,4,2015,2015-01-01
ID_03008,Track_03008,Wolfgang,ALB_00742,Rival Consoles,ART_00357,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,225000,4,2008,2008-01-01
ID_03009,Track_03009,Human,ALB_00309,Arctic Monkeys,ART_00236,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,180000,4,2001,2001-01-01
ID_03010,Track_03010,Black Sands,ALB_00603,Caribou,ART_00324,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,324000,4,2015,2015-01-01
ID_03011,Track_03011,Black Celebration,ALB_00925,Darkside,ART_00484,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,256000,4,2009,2009-01-01
ID_03012,Track_03012,Multi-Love,ALB_00389,Editors,ART_00329,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,147000,4,2018,2018-01-01
ID_03013,Track_03013,The Wall,ALB_00157,Arctic Monkeys,ART_00403,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,198000,4,1998,1998-01-01
ID_03014,Track_03014,Back in Black,ALB_00762,Arcade Fire,ART_00217,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,337000,4,1997,1997-01-01
ID_03015,Track_03015,Human,ALB_00164,Portishead,ART_00434,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,150000,4,2002,2002-01-01
ID_03016,Track_03016,Ultra,ALB_00288,Aphex Twin,ART_00165,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,343000,4,2003,2003-01-01
ID_03017,Track_03017,Exciter,ALB_00223,Floating Points,ART_00143,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,237000,4,2013,2013-01-01
ID_03018,Track_03018,Hot Fuss,ALB_00778,Arctic Monkeys,ART_00017,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,284000,4,2006,2006-01-01
ID_03019,Track_03019,The Wall,ALB_00662,Stimming,ART_00247,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,223000,4,2017,2017-01-01
ID_03020,Track_03020,True Blue,ALB_00669,Four Tet,ART_00427,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,327000,4,1999,1999-01-01
ID_03021,Track_03021,To Lose My Life,ALB_00399,Fleet Foxes,ART_00268,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,257000,4,2002,2002-01-01
ID_03022,Track_03022,Oracular,ALB_00470,Bon Iver,ART_00289,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,322000,4,2011,2011-01-01
ID_03023,Track_03023,The Back Room,ALB_00377,Justice,ART_00420,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,181000,4,2023,2023-01-01
ID_03024,Track_03024,Merriweather,ALB_00775,Burial,ART_00476,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,335000,4,1995,1995-01-01
ID_03025,Track_03025,Purple Rain,ALB_00956,Radiohead,ART_00191,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,170000,4,2016,2016-01-01
ID_03026,Track_03026,The Clash,ALB_00346,Burial,ART_00115,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,272000,4,1999,1999-01-01
ID_03027,Track_03027,The Queen,ALB_00895,Bonobo,ART_00078,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,323000,4,2018,2018-01-01
ID_03028,Track_03028,Howl,ALB_00637,Portishead,ART_00204,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,146000,4,2000,2000-01-01
ID_03029,Track_03029,There Is Love,ALB_00338,Massive Attack,ART_00310,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,215000,4,2010,2010-01-01
ID_03030,Track_03030,Wolfgang,ALB_00975,Kavinsky,ART_00449,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,250000,4,2015,2015-01-01
ID_03031,Track_03031,Times,ALB_00878,Tycho,ART_00444,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,169000,4,1993,1993-01-01
ID_03032,Track_03032,A Broken Frame,ALB_00570,Fleet Foxes,ART_00046,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,274000,4,2017,2017-01-01
ID_03033,Track_03033,Synchronicity,ALB_00266,Bon Iver,ART_00216,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,233000,4,1996,1996-01-01
ID_03034,Track_03034,Faith,ALB_00610,Benoit & Sergio,ART_00445,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,342000,4,2009,2009-01-01
ID_03035,Track_03035,Discovery,ALB_00303,Nicolas Jaar,ART_00483,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,331000,4,2003,2003-01-01
ID_03036,Track_03036,Hot Fuss,ALB_00140,Darkside,ART_00090,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,347000,4,1995,1995-01-01
ID_03037,Track_03037,Pornography,ALB_00950,Daft Punk,ART_00436,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,278000,4,2017,2017-01-01
ID_03038,Track_03038,Metallica,ALB_00123,Daft Punk,ART_00433,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,351000,4,1996,1996-01-01
ID_03039,Track_03039,No Jacket,ALB_00337,Empire of the Sun,ART_00380,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,224000,4,2012,2012-01-01
ID_03040,Track_03040,Pornography,ALB_00623,Jon Hopkins,ART_00065,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,215000,4,2010,2010-01-01
ID_03041,Track_03041,Dangerous,ALB_00320,Max Cooper,ART_00062,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,216000,4,2023,2023-01-01
ID_03042,Track_03042,OK Computer,ALB_00359,Grizzly Bear,ART_00207,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,165000,4,1991,1991-01-01
ID_03043,Track_03043,Playing the Angel,ALB_00373,The Killers,ART_00028,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,309000,4,1990,1990-01-01
ID_03044,Track_03044,Blurred,ALB_00786,Burial,ART_00210,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,265000,4,2022,2022-01-01
ID_03045,Track_03045,Total,ALB_00266,Darkside,ART_00290,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,318000,4,2023,2023-01-01
ID_03046,Track_03046,Alpe Lusia,ALB_00656,Benoit & Sergio,ART_00497,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,250000,4,1994,1994-01-01
ID_03047,Track_03047,Geogaddi,ALB_00721,Caribou,ART_00234,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,297000,4,2007,2007-01-01
ID_03048,Track_03048,Dangerous,ALB_00911,Floating Points,ART_00262,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,164000,4,1991,1991-01-01
ID_03049,Track_03049,Boy,ALB_00061,The Strokes,ART_00410,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,296000,4,2024,2024-01-01
ID_03050,Track_03050,Immunity,ALB_00691,Editors,ART_00339,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,212000,4,1991,1991-01-01
ID_03051,Track_03051,Exciter,ALB_00608,Four Tet,ART_00211,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,241000,4,2008,2008-01-01
ID_03052,Track_03052,OK Computer,ALB_00701,Arcade Fire,ART_00443,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,307000,4,1990,1990-01-01
ID_03053,Track_03053,Off the Wall,ALB_00188,Aphex Twin,ART_00495,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,189000,4,2002,2002-01-01
ID_03054,Track_03054,Oracular,ALB_00887,Caribou,ART_00086,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,304000,4,1996,1996-01-01
ID_03055,Track_03055,Space Is Only Noise,ALB_00894,Panda Bear,ART_00356,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,339000,4,1999,1999-01-01
ID_03056,Track_03056,Metallica,ALB_00031,Empire of the Sun,ART_00141,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,193000,4,1996,1996-01-01
ID_03057,Track_03057,Ramones,ALB_00952,James Blake,ART_00457,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,262000,4,2008,2008-01-01
ID_03058,Track_03058,Wolfgang,ALB_00531,Jon Hopkins,ART_00425,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,267000,4,1995,1995-01-01
ID_03059,Track_03059,Synchronicity,ALB_00894,Tame Impala,ART_00208,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,237000,4,1994,1994-01-01
ID_03060,Track_03060,Some Great,ALB_00276,Portishead,ART_00130,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,160000,4,2008,2008-01-01
ID_03061,Track_03061,Discovery,ALB_00180,The National,ART_00289,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,226000,4,2001,2001-01-01
ID_03062,Track_03062,The Back Room,ALB_00830,The Strokes,ART_00047,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,137000,4,2002,2002-01-01
ID_03063,Track_03063,Currents,ALB_00590,Four Tet,ART_00226,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,318000,4,1996,1996-01-01
ID_03064,Track_03064,Awake,ALB_00182,The Killers,ART_00360,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,164000,4,2006,2006-01-01
ID_03065,Track_03065,Salad Days,ALB_00576,The Killers,ART_00116,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,130000,4,2020,2020-01-01
ID_03066,Track_03066,Salad Days,ALB_00150,Unknown Mortal Orchestra,ART_00131,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,176000,4,2011,2011-01-01
